video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description 
yET8w1vhGJ8,,Edna Mode at the Incredible Tomorrowland Expo,wdwmagic,,2018-05-25T19:09:42Z,,,,,,,,,,Video by http://www.wdwmagic.com.
HHCs7FEmXzA,,Disney’s Animal Kingdom 20th Anniversary Celebration,wdwmagic,,2018-04-22T19:42:05Z,,,,,,,,,,
HTpVRdtfa08,,Guardians of the Galaxy Awesome Mix Live!,wdwmagic,,2018-06-09T18:29:09Z,,,,,,,,,,Video by http://www.wdwmagic.com. The very first performance of Guardians of the Galaxy Awesome Mix Live! at Epcot.
3H9AmktXD0c,,Meet Augustus the Baby Hippo,wdwmagic,,2018-02-22T00:25:40Z,,,,,,,,,,"Meet Augustus, the Baby Hippo born at Disney's Animal Kingdom."
BOKOPp-510s,,Incredible Tomorrowland Expo Jack Jack Diaper Dash,wdwmagic,,2018-05-25T16:57:25Z,,,,,,,,,,Video bu http://www.wdwmagic.com. The Diaper Dash in the Magic Kingdom's Tomorrowland.
BkB6982fdXE,,Incredible Tomorrowland Expo Dance Party,wdwmagic,,2018-05-31T18:01:34Z,,,,,,,,,,Video by http://www.wdwmagic.com.
oSZDe6CrfN4,,Chloe x Halle - Warrior (from A Wrinkle in Time) (Official Music Video),ChloexHalleVEVO,,2018-03-08T02:30:01Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle ChloexHalle ...
TznpmCs1ghg,,Chloe x Halle - The Kids Are Alright (Audio),ChloexHalleVEVO,,2018-01-03T05:01:00Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle.
RkWGAV609wk,,Chloe x Halle - Warrior (Chloe x Halle live on the Honda Stage at iHeartRadio New York),ChloexHalleVEVO,,2018-04-30T16:00:03Z,,,,,,,,,,Warrior” by Chloe x Halle live on the Honda Stage iHeartRadio New York Chloe x Halle's debut album 'The Kids Are Alright 'is available now: ...
nCGwrkSd89o,,Chloe x Halle - The Kids Are Alright (Chloe x Halle live on the Honda Stage at iHeartRa...,ChloexHalleVEVO,,2018-04-30T16:00:04Z,,,,,,,,,,The Kids Are Alright” by Chloe x Halle live on the Honda Stage iHeartRadio New York Chloe x Halle's debut album 'The Kids Are Alright 'is available now: ...
rHUEthVnCj8,,Chloe x Halle - Grown (Chloe x Halle live on the Honda Stage at iHeartRadio New York),ChloexHalleVEVO,,2018-04-30T16:00:06Z,,,,,,,,,,Grown” by Chloe x Halle live on the Honda Stage iHeartRadio New York Chloe x Halle's debut album 'The Kids Are Alright 'is available now: ...
IeTTfquV0iE,,Chloe x Halle - I Say So (Audio),ChloexHalleVEVO,,2017-11-17T05:00:00Z,,,,,,,,,,------ Subscribe!!! Follow Chloe x Halle! Official Website: http://chloeandhalle.com Twitter: http://twitter.com/chloeandhalle Facebook: ...
Rn3wznA1RlQ,,Chloe x Halle - The Kids Are Alright Film,ChloexHalleVEVO,,2018-03-23T04:01:00Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle.
DyYtiH5ggg4,,Chloe x Halle - &quot;Baby On a Plane&quot; &amp; &quot;If God Spoke&quot; (Behind The Songs),ChloexHalleVEVO,,2018-04-09T14:00:03Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle.
3rGpNFyww_E,,Chloe x Halle - &quot;Drop&quot; &amp; &quot;Fall&quot; (Behind The Songs),ChloexHalleVEVO,,2018-04-12T14:00:00Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle.
bcPhkm1XmB0,,"Chloe x Halle - &quot;Grown,&quot; &quot;The Kids Are Alright&quot; &amp; &quot;Warrior&quot; (Behind The Songs)",ChloexHalleVEVO,,2018-03-23T14:00:03Z,,,,,,,,,,------ Follow Chloe x Halle: http://chloexhalle.com http://twitter.com/chloexhalle http://facebook.com/chloexhalle http://instagram.com/chloexhalle.
lQegMA_kY9Y,,Balcony Conversations - Bitcoin Guy,LifeAccordingToJimmy,,2018-01-23T01:59:31Z,,,,,,,,,,Jimmy gets way into bitcoin. SUBSCRIBE: http://bit.ly/LifeAccordingToJimmy Video by: Jimmy Tatro: https://www.instagram.com/jimmy/ Christian Pierce: ...
IywiodrtyfM,,Another Holiday Commercial,LifeAccordingToJimmy,,2017-12-19T00:18:32Z,,,,,,,,,,Written by: Jimmy Tatro and Christian Pierce Directed by: Jimmy Tatro DP: Neema Sadeghi 1st AC: Michael Nicholas Gaffer: Eric Vera Edited by: Kyle Herbert ...
C6Y25qvWu6I,,Thanksgiving Grace,LifeAccordingToJimmy,,2017-11-28T19:42:44Z,,,,,,,,,,Written by: Jimmy Tatro and Christian Pierce Shot by: George Neinhuis Kyle Herbert: https://www.instagram.com/instakyle/ Audio: Tad Chamberlain Edited by: ...
39D4ZfTKgk8,,Parental Advisory,LifeAccordingToJimmy,,2018-01-11T00:29:04Z,,,,,,,,,,Written by: Jimmy Tatro and Christian Pierce Directed by: Jimmy Tatro and Christian Pierce Edited by: Jimmy Tatro Camera: Kyle Herbert ...
pTvwoS07nJY,,Balcony Conversations - Male Rompers,LifeAccordingToJimmy,,2017-12-11T20:12:23Z,,,,,,,,,,Edited by: Jimmy Tatro.
fYksRqeA9QI,,Jimmy Breaks Down His Blown Comeback,LifeAccordingToJimmy,,2017-11-21T01:28:08Z,,,,,,,,,,Special thanks: Elly Geroulis Kyle Herbert Christian Pierce Felipe Favela Brian Zaghi Mike Attanasio Shot by: Kyle Herbert: https://www.instagram.com/instakyle/ ...
oNWScLy3Dus,,BURKINSOX INFOMERCIAL,LifeAccordingToJimmy,,2017-12-05T01:26:45Z,,,,,,,,,,Edited by: Jimmy Tatro.
4kKUpmXDE6Q,,U2: Live in der Berliner U-Bahnlinie U2: „One“ – Bono überrascht die Fahrgäste,rollingstoneonline,,2017-12-06T14:55:11Z,,,,,,,,,,
Od-iIgoZXrg,,R.E.M. im Rolling Stone Talk,rollingstoneonline,,2017-11-20T11:43:18Z,,,,,,,,,,"Nach vier Demos wollte ich mich vor einen fahrenden Laster werfen“, so beschreibt der ehemalige R.E.M.-Sänger Michael Stipe den Auswahlprozess der ..."
KCrkw7V7CPU,,U2: Live in der Berliner U-Bahnlinie U2,rollingstoneonline,,2017-12-07T09:04:41Z,,,,,,,,,,"Die irische Band U2 spielte ihre Hits „Get Out Of Your Own Way“, „Sunday Bloody Sunday“ und „One“ in der Berliner Ubahnstation „Deutsche Oper“ der Linie U2 ..."
VKY5Ws1Ys1w,,"U2: Live in der Berliner U-Bahnlinie U2: „Get Out Of Your Own Way“, „Sunday Bloody Sunday“ und „One“",rollingstoneonline,,2017-12-06T14:56:11Z,,,,,,,,,,
9nbARhUVFE8,,„Solo: A Star Wars Story“ – Interview mit Chewbacca,rollingstoneonline,,2018-05-09T09:42:16Z,,,,,,,,,,Im Gespräch mit ROLLING STONE erzählt Chewbacca von den Dreharbeiten zu „Solo: A Star Wars Story“. Außerdem: Wer in „Krieg der Sterne“ zuerst schoss: ...
kTlv5_Bs8aw,,BTS (방탄소년단) &#39;MIC Drop (Steve Aoki Remix)&#39; Official MV,ibighit,,2017-11-24T09:00:02Z,,,,,,,,,,"BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV Credits: Music Video by GDW, Directed by Woogie Kim Producer: Cathy Kim Production Supervisor: ..."
p8npDG2ulKQ,,BTS (방탄소년단) LOVE YOURSELF 轉 Tear &#39;Singularity&#39; Comeback Trailer,ibighit,,2018-05-06T15:00:02Z,,,,,,,,,,"BTS (방탄소년단) LOVE YOURSELF 轉 Tear 'Singularity' Comeback Trailer Credits: Director : YongSeok Choi (Lumpens) Assistant Director : Wonju Lee, MinJe ..."
OK3GJ0WIQ8s,,j-hope &#39;Daydream (백일몽)&#39; MV,ibighit,,2018-03-01T15:00:02Z,,,,,,,,,,"j-hope 'Daydream (백일몽)' j-hope's 'Daydream (백일몽)', the first mixtape album is out now. Get 'Daydream (백일몽)' on: Google: https://bit.ly/2ovoi8m ..."
8O_MwlZ2dEg,,j-hope &#39;Airplane&#39; MV,ibighit,,2018-03-06T15:00:10Z,,,,,,,,,,j-hope 'Airplane' MV j-hope - 'Hope World' Full Mixtape Download Google: https://bit.ly/2ovoi8m MediaFire: https://bit.ly/2owaKcq Dropbox: ...
7C2z4GqqS5E,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official MV,ibighit,,2018-05-18T09:00:02Z,,,,,,,,,,"BTS (방탄소년단) 'FAKE LOVE' Official MV Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe Jeong ..."
D_6QmL6rExk,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official MV (Extended ver.),ibighit,,2018-06-01T15:00:01Z,,,,,,,,,,"BTS (방탄소년단) 'FAKE LOVE' Official MV (Extended ver.) Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe ..."
BP71K87Hp5Y,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official Teaser 1,ibighit,,2018-05-14T17:01:31Z,,,,,,,,,,"BTS (방탄소년단) 'FAKE LOVE' Official Teaser 1 'FAKE LOVE' MV will be released on May 18, 2018. This video contains Chopin - Valse Op. 69, No. 1 in A flat ..."
kX0vO4vlJuU,,BTS (방탄소년단) &#39;Euphoria : Theme of LOVE YOURSELF 起 Wonder&#39;,ibighit,,2018-04-05T15:00:05Z,,,,,,,,,,BTS (방탄소년단) 'Euphoria : Theme of LOVE YOURSELF 起 Wonder' credits: Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee (Lumpens) ...
2Ioa5dOIN3Y,,[EPISODE] Lee Hyun &#39;다음이 있을까&#39; comeback surprise party,ibighit,,2018-03-17T05:00:04Z,,,,,,,,,,
5Lm3KTEtlBM,,LeeHyun (이현) &#39;다음이 있을까 (이런 꽃같은 엔딩 中 - 웅채커플)&#39; MV,ibighit,,2018-02-26T11:01:38Z,,,,,,,,,,LeeHyun (이현) '다음이 있을까 (이런 꽃같은 엔딩 中 - 웅채커플)' MV.
fRsQ7t5FIzA,,NICKELODEON EYESHADOW PALETTE… Is It Jeffree Star Approved???,jeffreestar,,2018-01-31T19:10:24Z,,,,,,,,,,HEY EVERYONE... Where are all my makeup lovers at who grew up in the 90's??? This is such a nostalgic cool idea that I never imagined would happen!
K6TGRxSHm3c,,GET READY WITH ME feat. TANA MONGEAU,jeffreestar,,2018-04-15T18:00:20Z,,,,,,,,,,HEY EVERYONE... The day has finally come where Tana Mongeau and I met for the first time... and we filmed it!!! I thought what better way to get to know each ...
XcJusWTUDJI,,I TRIED FOLLOWING A TANA MONGEAU MAKEUP TUTORIAL… OMG,jeffreestar,,2018-02-14T18:32:37Z,,,,,,,,,,HEY EVERYONE! Today we are diving off the deep end and trying something that isn't been done on this channel before... A new concept has been made ...
q6QKHLVBKsA,,FROM MUG SHOT TO SUPERMODEL MAKEUP TUTORIAL | Blood Sugar Palette,jeffreestar,,2018-02-06T19:55:15Z,,,,,,,,,,"YOU. BETTER. BLEND. Today I brought back my makeup soulmate, Lipstick Nick to recreate another Blood Sugar palette campaign look that she did for this ..."
9kIb4yZHWfg,,THE TRUTH… $360 KYLIE COSMETICS BRUSH SET REVIEW,jeffreestar,,2017-12-14T03:01:13Z,,,,,,,,,,TIME TO SPILL THE TEA... and find out the TRUTH about the new Kylie Cosmetics $360 makeup brush set! Are they worth it and do they actually work??? I have ...
E5RVbs_wScQ,,THE TRUTH… KKW BEAUTY x MARIO COLLECTION REVIEW,jeffreestar,,2018-04-03T17:20:11Z,,,,,,,,,,HEY EVERYONE! Today I'm doing a first impressions and makeup tutorial using the new KKW Beauty x Makeup by Mario collaboration! This collab includes an ...
h5LZ14RgSY8,,BOX OF CRAYONS EYESHADOW PALETTE... Is It Jeffree Star Approved??,jeffreestar,,2018-02-09T18:24:39Z,,,,,,,,,,HEY EVERYONE! Today I'm testing out the viral BOX OF CRAYONS eyeshadow palette from the brand The Crayon Case! This has been tweeted to me and ...
TW7BuUue2QA,,TESTING CRAZY WEIRD AF FACE MASKS w. MY BOYFRIEND: PART 2,jeffreestar,,2018-04-13T17:25:17Z,,,,,,,,,,HEEEEEEY EVERYONE! Nathan and I are BACK at it again trying more crazy weird face masks! Today we test out and do a first impressions on the new viral ...
JyUKqUTp9rc,,WET N WILD &#39;GOTH-O-GRAPHIC&#39; COLLECTION | HIT OR MISS?!,jeffreestar,,2018-02-21T19:09:41Z,,,,,,,,,,"HEY EVERYONE! Today I'm testing out the brand new collection from WET N WILD called ""Gothi-O-Graphic"" and it has ALOT of new products!! You guys know ..."
0u389bHg5nE,,THE JEFFREE STAR TATTOO DIARIES: PART 2,jeffreestar,,2018-03-09T19:02:27Z,,,,,,,,,,"HEY EVERYONE! The second part of my Tattoo Diaries series is finally here! Today we are going to talk about my entire right arm, and share some stories I've ..."
Jh0BnGg22Tg,,Kip Moore - Last Shot (Official Lyric Video),KipMooreVEVO,,2018-01-08T05:00:01Z,,,,,,,,,,"Music video by Kip Moore performing Last Shot. (C) 2017 UMG Recordings, Inc. http://vevo.ly/0bHtRv."
vCWrArYJntc,,Kip Moore - Last Shot (Official Music Video),KipMooreVEVO,,2018-01-23T04:59:01Z,,,,,,,,,,"Music video by Kip Moore performing Last Shot. (C) 2017 UMG Recordings, Inc. http://vevo.ly/o7NKtc."
0juCMuYGJS8,,Kip Moore - Last Shot (Performance Version),KipMooreVEVO,,2018-02-12T05:00:00Z,,,,,,,,,,"Music video by Kip Moore performing Last Shot. (C) 2018 UMG Recordings, Inc. http://vevo.ly/1ksfkW."
8blNPVoh-to,,Kip Moore - The Journey To Slowheart,KipMooreVEVO,,2017-11-20T19:42:28Z,,,,,,,,,,"Music video by Kip Moore performing The Journey To Slowheart. (C) 2017 UMG Recordings, Inc. http://vevo.ly/0h6xxJ."
9Mz84cwVmS0,,Detecting cancer in real-time with machine learning,Google,,2018-04-16T17:00:24Z,,,,,,,,,,"Learn more about our research efforts to create a machine learning and augmented reality-powered microscope for real-time detection of cancer, helping to ..."
vI4LHl4yFuo,,Google — Year in Search 2017,Google,,2017-12-13T07:59:27Z,,,,,,,,,,#YearInSearch Music: Harry Styles - Sign of the Times | https://goo.gl/Kg7cJD Watch past Year In Search videos: http://goo.gl/LXA4nQ C R E D I T S: Border Wall ...
gbRJPa9d-VU,,Making every phone smarter with Federated Learning,Google,,2018-05-07T16:56:03Z,,,,,,,,,,"Federated Learning works through collaborative learning, using de-identified, aggregated information from many devices to improve machine learning models."
Twe0qlqyTfo,,What is Google’s Advanced Protection Program?,Google,,2018-05-31T22:33:30Z,,,,,,,,,,"The Advanced Protection Program is Google's strongest account security, designed to protect anyone who feels vulnerable to highly-targeted attacks. This video ..."
7WrkPR1Jovs,,How to set up Google’s Advanced Protection Program,Google,,2018-05-31T22:33:44Z,,,,,,,,,,"Watch this video to get step-by-step instructions on how to enroll in the Advanced Protection Program, Google's strongest security for personal accounts."
iTXU9Z0NYoU,,Making music using new sounds generated with machine learning,Google,,2018-03-13T14:00:30Z,,,,,,,,,,NSynth Super is an open source experimental instrument. It gives musicians the ability to explore completely new sounds generated by the NSynth machine ...
dRj5Xfjh7Dk,,Shantell Martin: See the world as your canvas with AR,Google,,2018-03-20T16:05:30Z,,,,,,,,,,"For the last few months, we've been tinkering with experiments that show what's possible with augmented reality. Now, we're inviting more people to play with ..."
VDQw70hYGrc,,The art of color: Paul Smith experiences Art Palette #GoogleArts,Google,,2018-03-07T09:48:18Z,,,,,,,,,,"Follow Paul Smith, a true master of color combinations, inside his workshop and see how he's experiencing colors in a new way with Art Palette, a new Machine ..."
tAGs7Vc1rm8,,Accessibility at Google I/O: Making Events More Inclusive,Google,,2018-05-10T22:07:26Z,,,,,,,,,,"At Google we work to make our services more accessible to everyone, and have taken a number of steps over the years to improve our products and ..."
Y8NMP7hyP8U,,StoryWeaver: Expanding literacy with open source technology,Google,,2018-02-21T13:49:56Z,,,,,,,,,,"40% of the world's children don't have access to education materials in a language they understand. To help close these gaps, Google.org has given more than ..."
ZAlXll4VDgo,,Cyanide &amp; Happiness: The Ladder Saga,ExplosmEntertainment,,2018-05-31T05:00:01Z,,,,,,,,,,Cyanide and Happiness presents... The Ladder Saga!!! Cyanide and Happiness delivers daily comics to your face-hole on http://explosm.net since 2005! Shorts: ...
oNI3ppyKyaY,,The Dookie Boys - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2018-05-03T05:00:01Z,,,,,,,,,,This is officer Dingle in hot pursuit! It's them Dookie Boys again! Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005 ...
KROef3M9gjk,,Clean Your Room - Cyanide &amp; Happiness Minis,ExplosmEntertainment,,2017-12-13T06:00:01Z,,,,,,,,,,Jonathan! I asked you to clean up this pigsty of a room! Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005! Credits: ...
r8FQ5wUYm9c,,Don&#39;t Talk - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2017-12-07T06:00:01Z,,,,,,,,,,"Don't go in there!!! Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005! Credits: Created By: Rob DenBleyker, Kris ..."
swKymZSTUJk,,The World&#39;s Greatest Detective - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2018-04-26T05:00:01Z,,,,,,,,,,I have deduced that the murdered is..... Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005! Credits: Created By: ...
Xs8j69qCFCw,,The Daily Boogle - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2018-02-22T06:00:01Z,,,,,,,,,,"Peters! Get in here!!! Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005! Credits: Created By: Rob DenBleyker, ..."
YhndvEy8_xk,,The Family Man - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2018-03-08T06:00:03Z,,,,,,,,,,"Where did Mommy go? Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005! Credits: Created By: Rob DenBleyker, ..."
qpJK-4dl4bM,,Rapture Rejects Announcement Trailer!,ExplosmEntertainment,,2018-06-11T23:42:49Z,,,,,,,,,,Check out Rapture Rejects! A new game from Cyanide & Happiness! Cyanide and Happiness delivers daily comics to your face-hole on http://explosm.net since ...
0eY5l_I0vBw,,Harry the Handsome Butcher: Part 3 - Cyanide &amp; Happiness Shorts,ExplosmEntertainment,,2017-11-16T06:00:01Z,,,,,,,,,,Fired twice in one day... How will Harry ever find a job now? Cyanide and Happiness delivers daily comics to your face-hole on www.explosm.net since 2005!
YkLzdHTv3G0,,Explosm Presents: Channelate - Thankful,ExplosmEntertainment,,2017-11-20T06:00:01Z,,,,,,,,,,"Our friends Ryan and Chase, who have been a part of C&H shorts and the show since time began, started making their own Channelate shorts that C&H is ..."
IWh1NYSm-DY,,Psst! MY EX has a TINY... | Family Feud,FamilyFeud,,2018-04-23T19:59:51Z,,,,,,,,,,What might a man do if his ex-wife was telling everyone that he has a teeny-weeny? Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on ...
e9ux-IUu1J4,,The P-word | Family Feud,FamilyFeud,,2018-01-10T20:59:56Z,,,,,,,,,,Name something you might hurt yourself riding on... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or TABLET!
9eNJCjNBG5s,,Steve&#39;s SCARED to flip over #7! | Family Feud,FamilyFeud,,2018-02-24T17:59:48Z,,,,,,,,,,Fill in the BLANK... Steve Harvey is one of the BLANKEST guys around... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE ...
Gw7RpTfx3LU,,Do you BLANK your age? | Family Feud,FamilyFeud,,2017-12-12T17:59:51Z,,,,,,,,,,Fill in the BLANK... Very few people BLANK their age... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or TABLET!
V8jjgeYHe9o,,If THAT&#39;S up there... Steve&#39;s WALKING OUT | Family Feud,FamilyFeud,,2018-01-17T17:59:55Z,,,,,,,,,,"Fill in the BLANK... A woman might say... ""Bald men are more WHAT?"" Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or ..."
enk_H0fKaJQ,,69 | Family Feud,FamilyFeud,,2018-02-16T17:59:49Z,,,,,,,,,,Name a number that most men exaggerate... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or TABLET!
sNxK0hv9b5o,,LOUD don&#39;t put it on the board! | Family Feud,FamilyFeud,,2018-03-14T19:59:47Z,,,,,,,,,,Fill in the BLANK... You're in deep WHAT? Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or TABLET!
YSpCq5gffkk,,Steve PRAYS. Gets ANSWER | Family Feud,FamilyFeud,,2018-04-25T19:59:49Z,,,,,,,,,,We're all going to die someday. Tell me what you'd like to be doing when you go... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your ...
WKSKXtN0cpc,,Family Feud&#39;s BEST BLOOPERS and EPIC FAILS!!! | Part 3,FamilyFeud,,2017-12-01T15:59:45Z,,,,,,,,,,O.M.G. There were so many jaw dropping and hilarious moments on the Feud this month it was tough to decide just which ones would make our top 5!
7woOJcq3iFM,,Steve&#39;s right Brandon... You&#39;re on YouTube | Family Feud,FamilyFeud,,2018-02-26T20:59:58Z,,,,,,,,,,Name something a nudist might want to warm up before using it... Get the Family Feud BOARD GAME! ▻ https://amzn.to/2ZneU9o Play on your PHONE or ...
7UNXNIxr4U0,,Serving the LGBTQ Community as a Financial Advisor,MassMutual,,2018-06-11T19:30:58Z,,,,,,,,,,"If you are looking for way to support and work with the LGBTQ community, consider a career as a financial advisor with MassMutual. For more information ..."
5OKDFpjDmmE,,Women in Data Science Conference | Boston 2018,MassMutual,,2018-02-07T19:49:58Z,,,,,,,,,,"On January 19, 2018 MassMutual hosted a Women in Data Science Conference in partnership with Mount Holyoke College and Smith College. The conference ..."
-FFuLazDMSo,,Loss Overpowers Gains,MassMutual,,2018-05-08T19:55:17Z,,,,,,,,,,One of four related motion graphic videos that help clients visualize some of the financial risks in retirement. This video demonstrates how large a return may be ...
dwgHum6VZi0,,MassMutual’s Data Science Development Program,MassMutual,,2018-01-31T23:28:55Z,,,,,,,,,,CRN202001-225409.
bM-aEVbkvtc,,MassMutual RetireSMART app,MassMutual,,2018-02-27T16:20:58Z,,,,,,,,,,"With the MassMutual RetireSMART app, you'll be able to keep tabs on your retirement account and change your contribution amount right from your smartphone ..."
gjLQ4ic-YDI,,Finance industry jobs – Join MassMutual as a financial advisor in the South Asian community,MassMutual,,2018-06-01T11:31:43Z,,,,,,,,,,CRN2021022-225455 05/25/2018.
_hUiDnI1LVc,,Time May Not Always Be On Your Side,MassMutual,,2018-05-15T18:13:01Z,,,,,,,,,,One of four related motion graphic videos that help clients visualize some of the financial risks in retirement. This video shows how much time it might take to ...
4d2ZDCf45-U,,Protect your ability to pay your student loan debt,MassMutual,,2018-05-15T19:03:59Z,,,,,,,,,,Student loans are tough to pay with a job. What if you didn't have one? 202007-209655.
Z4pn1-K1PdQ,,MassMutual Insurance App,MassMutual,,2018-03-08T15:16:17Z,,,,,,,,,,"With the MassMutual app, you can: Manage Accounts and Policies: See your MassMutual account and policy information all in one place. Make Payments: Make ..."
1p-Yr2oVfwA,,Driving Plan Health Innovation,MassMutual,,2018-05-11T15:46:03Z,,,,,,,,,,Is your organization's retirement plan considered healthy? Are your employees on target to be able to retire? Our proprietary data analysis can bring insights and ...
W_5DN8fRAoY,,OTR II,Beyonce,,2018-03-12T14:23:18Z,,,,,,,,,,OTR II coming summer 2018. Visit Beyonce.com for more information.
ms86DXkrNHI,,Prince - Pink Cashmere (Official Music Video),Prince,,2017-12-01T17:00:13Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
MdPXM-p7IFY,,Prince - Call My Name (Official Music Video),Prince,,2017-12-22T17:01:46Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
zILabWVdIMs,,Prince - Musicology (Official Music Video),Prince,,2018-01-06T00:53:19Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
3iQ1iC56i8g,,Prince - Eye Hate U (Official Music Video),Prince,,2018-01-26T21:21:10Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
_44h6fL9sgU,,Prince - The Greatest Romance Ever Sold (Official Music Video),Prince,,2017-12-15T19:55:43Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
oQr1OKtVBnk,,Prince &amp; The New Power Generation - Violet the Organ Grinder (Official Music Video),Prince,,2017-12-01T17:00:19Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
cpGA0azFdCs,,Prince - Nothing Compares 2 U (Official Music Video),Prince,,2018-04-19T15:01:43Z,,,,,,,,,,The following is previously unseen rehearsal footage of Prince & The Revolution from the summer of 1984. It was in this very room at Flying Cloud Drive ...
srwfAeXaTM8,,Prince - Mary Don&#39;t You Weep (Official Audio),Prince,,2018-06-07T15:18:55Z,,,,,,,,,,"On September 21, 2018, the timeless Prince back catalogue welcomes a new, special addition - 'Piano & A Microphone 1983': 9 tracks and 35 minutes of Prince ..."
bGb7vQa4QG4,,Prince &amp; The New Power Generation - Gangster Glam (Official Music Video),Prince,,2017-11-17T18:19:21Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
eGjTc7iIJbg,,Prince - Cinnamon Girl (Official Music Video),Prince,,2018-01-12T18:15:24Z,,,,,,,,,,Follow Prince: ☔️ Website https://prince.com/ Prince Store https://store.prince.com Facebook https://www.facebook.com/prince/ Instagram ...
j7j1gCM6-5M,,2019 Corvette ZR1 Sets Lap Record at VIR | Chevrolet,Chevrolet,,2018-02-15T20:53:04Z,,,,,,,,,,The fastest production Corvette ever establishes new benchmark on the Grand Course West at Virginia International Raceway. Explore more at: ...
mKLHlZ4IA-g,,2019 Corvette ZR1 - Road Atlanta | Chevrolet,Chevrolet,,2018-05-24T16:09:49Z,,,,,,,,,,Watch the 2019 Corvette ZR1 post a time of 1:26.45 at Road Atlanta with Randy Pobst at the wheel. Learn more about Corvette ZR1 here: ...
3cVnGBPSHbo,,2019 Corvette ZR1 Reaches Top Track Speed | Chevrolet,Chevrolet,,2018-06-14T13:59:43Z,,,,,,,,,,"Watch the 2019 Chevrolet Corvette ZR1 reach a top track speed of 212 mph, making it the fastest production Corvette ever. Learn more about Corvette ZR1 ..."
IsCbMRqKU1E,,2019 Corvette ZR1 - Virginia International Raceway | Chevrolet,Chevrolet,,2018-05-29T16:00:18Z,,,,,,,,,,"Watch the 2019 Corvette ZR1 take VIR in record fashion, posting a time of 1:51.25 with Chevrolet Performance engineer Alex MacDonald at the wheel."
