,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description ,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
0,wULeXeQkqd0,,AURORA - Queendom (Official Video),iamAURORAVEVO,,2018-05-02T11:00:07Z,,12670995,253963,4295,12238,https://i.ytimg.com/vi/wULeXeQkqd0/hqdefault.jpg,,,,Queendom is about celebrating all the differences in us. It's about celebrating the women and the children and animals and the men also. The quiet ones and ...,,,,,,,,,,,,,,,,,,,,,,,,
0,mRWNbOJ6C7o,,AURORA - Queendom (Harp Version),iamAURORAVEVO,,2018-06-01T16:00:08Z,,610195,29676,161,1550,https://i.ytimg.com/vi/mRWNbOJ6C7o/hqdefault.jpg,,,,#AURORA.,,,,,,,,,,,,,,,,,,,,,,,,
0,Chi-Y4a3eKM,,The future of retail may look like b8ta,TechCrunch,,2018-04-10T16:00:01Z,,29566,204,5,10,https://i.ytimg.com/vi/Chi-Y4a3eKM/hqdefault.jpg,,,,"b8ta is a new type of brick and mortar retail. Inventing a revenue model they call ""retail as service,"" b8ta doesn't rely on sales of a product to make money they ...",,,,,,,,,,,,,,,,,,,,,,,,
0,eGNpqvHAydE,,Kiwi’s robots deliver food to hungry Berkeley students,TechCrunch,,2018-05-25T18:21:51Z,,45169,432,16,42,https://i.ytimg.com/vi/eGNpqvHAydE/hqdefault.jpg,,,,This UC Berkeley startup is hoping to revolutionize food delivery.,,,,,,,,,,,,,,,,,,,,,,,,
0,QQni8Uz3Q0I,,Exclusive footage of Boston Dynamics&#39; Atlas robot | TC Sessions: Robotics,TechCrunch,,2018-05-11T19:01:12Z,,190747,3044,143,389,https://i.ytimg.com/vi/QQni8Uz3Q0I/hqdefault.jpg,,,,"Boston Dynamics' Marc Raibert shows off exclusive footage of the Atlas robot. It runs, can move boxes, and much much more.",,,,,,,,,,,,,,,,,,,,,,,,
0,4yGgsx57LBM,,"Diana Trujillo, Aerospace Engineer | MAKERS",TechCrunch,,2018-03-11T18:30:00Z,,20579,577,15,23,https://i.ytimg.com/vi/4yGgsx57LBM/hqdefault.jpg,,,,"Men can have the moon. As an engineer at NASA's Jet Propulsion Laboratory, Diana Trujillo is taking us to Mars. Trujillo's work on the NASA Mars Curiosity ...",,,,,,,,,,,,,,,,,,,,,,,,
0,CuM6sSAixps,,SuitX makes low-cost exoskeletons for rehab and work,TechCrunch,,2018-04-25T19:15:40Z,,22713,271,4,18,https://i.ytimg.com/vi/CuM6sSAixps/hqdefault.jpg,,,,SuitX co-founder Wayne Tung describes the UC Berkeley spinoff's mission to make exoskeleton technology more accessible. Read more: http://techcrunch.com/ ...,,,,,,,,,,,,,,,,,,,,,,,,
0,KyH3xXiqbUk,,Fetch is building robots for the warehouses of the future,TechCrunch,,2018-04-18T14:00:01Z,,24160,184,5,8,https://i.ytimg.com/vi/KyH3xXiqbUk/hqdefault.jpg,,,,Fetch's CEO discusses how robots will change the workplace. Read more here: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,g4U6fyNr8vg,,Morse Micro is developing a new Wi-Fi chip for the Internet of Things,TechCrunch,,2018-01-26T22:01:42Z,,5608,96,1,9,https://i.ytimg.com/vi/g4U6fyNr8vg/hqdefault.jpg,,,,Co-founder and RF IC Design Engineer of Morse Micro Andy Terry explains why they are reinventing WiFi for the Internet of Things.,,,,,,,,,,,,,,,,,,,,,,,,
0,DRqZoINHCwM,,Snapchat Spectacles V2 camera glasses demo,TechCrunch,,2018-04-26T12:00:03Z,,136542,869,41,75,https://i.ytimg.com/vi/DRqZoINHCwM/hqdefault.jpg,,,,"Snapchat just released the second version of its Spectacles. We go hands-on and tell you what's special, and what's still borken about its camera glasses.",,,,,,,,,,,,,,,,,,,,,,,,
0,PXFCuLFwtqQ,,MirraViz is a revolutionary way to do split screen gaming,TechCrunch,,2018-01-12T00:51:29Z,,8413,162,1,9,https://i.ytimg.com/vi/PXFCuLFwtqQ/hqdefault.jpg,,,,MirraViz wants to bring an end to gamers screen peeking. The startup's display technology lets different people watch different things on the same projector ...,,,,,,,,,,,,,,,,,,,,,,,,
0,IAnrZ1qdbZs,,The Yield gives farmers useful data about what’s happening on their farms,TechCrunch,,2018-01-24T21:37:29Z,,6151,92,0,1,https://i.ytimg.com/vi/IAnrZ1qdbZs/hqdefault.jpg,,,,"We talked to team members at Australian startup The Yield, an Australian startup with an eight-sensor rig that allows it to provide microclimate data, predictions ...",,,,,,,,,,,,,,,,,,,,,,,,
0,-QeNwrVTCy4,,How Do Twitch Streamers Make Money?,Techquickie,,2018-03-09T19:06:39Z,,2092685,59708,1639,2563,https://i.ytimg.com/vi/-QeNwrVTCy4/hqdefault.jpg,,,,"You've probably heard about how Twitch streamers can make a comfortable living just by playing video games for an audience, but where does this money ...",,,,,,,,,,,,,,,,,,,,,,,,
0,ybIXsrLCgdM,,What Are DRAM-less SSDs?,Techquickie,,2017-12-08T21:58:46Z,,721836,25436,436,1109,https://i.ytimg.com/vi/ybIXsrLCgdM/hqdefault.jpg,,,,"SSDs without their own RAM are appearing on the market as a way to make the speed of an SSD available at lower prices. But is this tradeoff worth it, and why ...",,,,,,,,,,,,,,,,,,,,,,,,
0,NArwG6yaWJ8,,Why are Spectre and Meltdown So Dangerous?,Techquickie,,2018-05-01T19:48:15Z,,1080521,36308,604,1701,https://i.ytimg.com/vi/NArwG6yaWJ8/hqdefault.jpg,,,,"Spectre and Meltdown are security flaws that, between them, affect nearly all of the world's PCs and smartphones! How did this happen, and what makes these ...",,,,,,,,,,,,,,,,,,,,,,,,
0,4a9DBU4sROA,,Intel CPU Letters Explained,Techquickie,,2018-03-16T20:48:57Z,,1426812,52231,741,3009,https://i.ytimg.com/vi/4a9DBU4sROA/hqdefault.jpg,,,,Techquickie demystifies the alphabet soup of letters that you often see slapped onto the end of Intel model numbers. Intel link: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,L-Qhv8kLESY,,How Does Bitcoin Work?,Techquickie,,2018-01-30T20:00:00Z,,2909299,67475,2287,31510,https://i.ytimg.com/vi/L-Qhv8kLESY/hqdefault.jpg,,,,"Bitcoin has surged in popularity recently. How does it work, why do people want it, and how can you get your hands on some? Techquickie Merch Store: ...",,,,,,,,,,,,,,,,,,,,,,,,
0,_BkXWi9gKKM,,MicroLED - Will It Replace OLED?,Techquickie,,2018-05-18T19:39:23Z,,567095,21711,393,1030,https://i.ytimg.com/vi/_BkXWi9gKKM/hqdefault.jpg,,,,"Although OLED has been the most popular tech for high-end displays for some time, Apple and other giants are working hard on getting the new MicroLED to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,mNLhcNfUeNE,,What is Floating-Point Performance?,Techquickie,,2018-02-20T20:00:03Z,,396286,14788,314,532,https://i.ytimg.com/vi/mNLhcNfUeNE/hqdefault.jpg,,,,"Floating-point operations per second, or FLOPS, is a performance metric you see on certain processors, notably GPUs. But what the heck does ""floating-point"" ...",,,,,,,,,,,,,,,,,,,,,,,,
0,m_qTs_FQ_jU,,What is 802.11ax Wi-Fi?,Techquickie,,2018-02-23T22:56:08Z,,989614,25706,579,1120,https://i.ytimg.com/vi/m_qTs_FQ_jU/hqdefault.jpg,,,,"802.11ax Wi-Fi is the next major revision of the wireless networking standard. What new features does it offer? Try Tunnelbear for free, no credit card required, ...",,,,,,,,,,,,,,,,,,,,,,,,
0,N5dqESQ1bmg,,What Kind of PC Do You Need for Streaming?,Techquickie,,2018-01-02T22:51:25Z,,1513801,40620,743,1907,https://i.ytimg.com/vi/N5dqESQ1bmg/hqdefault.jpg,,,,"How should you go about choosing or building a PC for streaming your gameplay to Twitch or your platform of choice? Try Tunnelbear for free, no credit card ...",,,,,,,,,,,,,,,,,,,,,,,,
0,XZiSiEwKSYc,,What Data Does Windows 10 Send to Microsoft?,Techquickie,,2018-02-06T19:42:17Z,,460622,17952,342,2177,https://i.ytimg.com/vi/XZiSiEwKSYc/hqdefault.jpg,,,,"Your Windows 10 installation is probably sending quite a bit of information to Microsoft. Just what sorts of things are being sent, and could they be used to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,A2vPR-XRFyQ,,M&amp;M&#39;S Pit Stops with Kyle Busch,mmschocolate,,2018-02-17T14:35:28Z,,64332,361,52,26,https://i.ytimg.com/vi/A2vPR-XRFyQ/hqdefault.jpg,,,,M&M'S gives fans a taste of the new five-man pit stop at Daytona International Speedway.,,,,,,,,,,,,,,,,,,,,,,,,
0,X9MHcbWydA8,,"M&amp;M’S Flavor Vote - Dance Battle of the Flavors (feat. Dytto, Matt Steffanina, and Chachi Gonzales)",mmschocolate,,2018-05-01T19:30:16Z,,938036,2981,1581,363,https://i.ytimg.com/vi/X9MHcbWydA8/hqdefault.jpg,,,,Taste the sweetness of Crunchy Raspberry M&M'S; refresh your taste buds with Crunchy Mint M&M'S; and indulge in Crunchy Espresso M&M'S. Fun and fancy ...,,,,,,,,,,,,,,,,,,,,,,,,
0,6KNG48nPDKQ,,M&amp;M&#39;S Holiday - Gingerbread Treat Boxes,mmschocolate,,2017-11-20T20:34:30Z,,43461,86,27,2,https://i.ytimg.com/vi/6KNG48nPDKQ/hqdefault.jpg,,,,"These precious cookie boxes, filled to the brim with M&M's, are perfect for the kids to share with their friends. Prep Time: 30 minutes Cook Time: 10 minutes Total ...",,,,,,,,,,,,,,,,,,,,,,,,
0,soY0M1K7kyc,,Chili M&amp;M&#39;S Caramel Tacos,mmschocolate,,2018-05-05T18:08:11Z,,36447,120,29,16,https://i.ytimg.com/vi/soY0M1K7kyc/hqdefault.jpg,,,,"Chili Caramel M&M's Tacos With an accent of ancho chili powder and cinnamon, this sweet pineapple taco is a fun treat for Cinco de Mayo. Prep Time: 20 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,yROY7b22b7k,,M&amp;M&#39;S Holiday - Crunch Party Mix,mmschocolate,,2017-11-20T20:34:30Z,,20248,33,8,0,https://i.ytimg.com/vi/yROY7b22b7k/hqdefault.jpg,,,,"Here's something for everyone: sweet, salty, crunchy, gooey and most important – chocolaty! Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes ...",,,,,,,,,,,,,,,,,,,,,,,,
0,V7hfEhDdL0A,,M&amp;M&#39;S Mini Galaxy Glaze Caramel Cakes,mmschocolate,,2018-01-17T15:40:16Z,,81263,203,61,16,https://i.ytimg.com/vi/V7hfEhDdL0A/hqdefault.jpg,,,,"Mini Galaxy Glaze Caramel Cakes Cupcakes are the perfect way to celebrate any occasion – be it a birth-day, graduation or even just a rainy day. Prep Time: 15 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,ftC0jYFi34c,,Critics Review M&amp;M’S Super Bowl LII Commercial,mmschocolate,,2018-01-16T17:35:39Z,,60860,116,24,4,https://i.ytimg.com/vi/ftC0jYFi34c/hqdefault.jpg,,,,Some of the same critics who vote for the Critics' Choice Awards got a sneak peek at the new M&M'S Super Bowl commercial. See what they thought!,,,,,,,,,,,,,,,,,,,,,,,,
0,gnSSourPDkM,,M&amp;M’S Gives the Power of Laughter – Red Nose Day ‘18,mmschocolate,,2018-05-23T12:59:45Z,,11960,44,16,5,https://i.ytimg.com/vi/gnSSourPDkM/hqdefault.jpg,,,,"M&M'S believes in the power of laughter to change lives. That's why we support Red Nose Day, and why we helped teens from the west side of Chicago reach ...",,,,,,,,,,,,,,,,,,,,,,,,
0,N8RbvbZVW6Y,,M&amp;M&#39;S Valentines - Heart Print Cookies,mmschocolate,,2018-01-17T15:35:19Z,,33606,101,23,6,https://i.ytimg.com/vi/N8RbvbZVW6Y/hqdefault.jpg,,,,Show that special someone how much they're loved by giving them a box full of beautiful heart-shaped cookies – filled with Milk Chocolate M&M's in Valentine's ...,,,,,,,,,,,,,,,,,,,,,,,,
0,Fe0XLqCHeX0,,Esperar,mmschocolate,,2018-06-14T13:58:43Z,,10514348,158,44,10,https://i.ytimg.com/vi/Fe0XLqCHeX0/hqdefault.jpg,,,,"Si ya te los ganaron, ¡Ve por tu propio paquete de los deliciosos M&M'S hoy! If they already beat you to them, go get your own pack of the delicious M&M'S ...",,,,,,,,,,,,,,,,,,,,,,,,
0,2Dpd_8n3A5U,,FILMMAKING IS A SPORT,CaseyNeistat,,2018-01-12T20:01:32Z,,2196502,187343,3157,11825,https://i.ytimg.com/vi/2Dpd_8n3A5U/hqdefault.jpg,,,,edited by my homie - https://www.youtube.com/channel/UCK6lGUfHXJ4DOSozQ50wmxw.,,,,,,,,,,,,,,,,,,,,,,,,
0,VUuN0_fJdo8,,A Love Letter To Candice,CaseyNeistat,,2018-02-14T19:28:20Z,,2841627,189014,1549,6804,https://i.ytimg.com/vi/VUuN0_fJdo8/hqdefault.jpg,,,,"dear candice, i really really like you.",,,,,,,,,,,,,,,,,,,,,,,,
0,a7NJ6Gek9v4,,ALL TIME GREATEST AIRPLANE SEAT - Emirates First Class Suite,CaseyNeistat,,2017-12-11T23:45:03Z,,51198255,797824,31817,32435,https://i.ytimg.com/vi/a7NJ6Gek9v4/hqdefault.jpg,,,,MY DOPE MERCH - https://shopcaseyneistat.com/ Music mixed by http://youtube.com/dyalla filmed this video in 4k on this -- http://amzn.to/2sTDnRZ with this ...,,,,,,,,,,,,,,,,,,,,,,,,
0,1HLMi1s6Tho,,there&#39;s something we&#39;ve been hiding from you.,CaseyNeistat,,2018-06-06T19:35:08Z,,2777332,145710,3378,14787,https://i.ytimg.com/vi/1HLMi1s6Tho/hqdefault.jpg,,,,go say congrats to the girl - https://www.instagram.com/billy/ MUSIC - Natty Reeves - https://soundcloud.com/natty-reeves.,,,,,,,,,,,,,,,,,,,,,,,,
0,JI6iczwm0Ys,,"Dear NYPD, FIX THE PROBLEM instead of punishing Cyclists",CaseyNeistat,,2018-05-06T13:36:33Z,,3421435,122035,3660,8072,https://i.ytimg.com/vi/JI6iczwm0Ys/hqdefault.jpg,,,,NYC DOT - study on cycling in NYC http://www.nyc.gov/html/dot/downloads/pdf/cycling-in-the-city.pdf MUSIC- Dank - https://soundcloud.com/dankcpt ...,,,,,,,,,,,,,,,,,,,,,,,,
0,0l-IU-wPAmo,,OFFICIAL MINI-BOOSTED BOARD - $750,CaseyNeistat,,2018-04-17T19:03:20Z,,4010245,115559,1998,7089,https://i.ytimg.com/vi/0l-IU-wPAmo/hqdefault.jpg,,,,MARQUES- https://www.youtube.com/user/marquesbrownlee DAN- https://www.youtube.com/user/DanTheDirector1 BOOSTED- ...,,,,,,,,,,,,,,,,,,,,,,,,
0,xp_hlUxJSI4,,Casey&#39;s STUPID NEW LOOK Explained,CaseyNeistat,,2018-01-24T14:06:49Z,,3013221,165402,3393,22740,https://i.ytimg.com/vi/xp_hlUxJSI4/hqdefault.jpg,,,,the sweatshirt i'm wearing - https://shopcaseyneistat.com/ filmed this video on this -- http://amzn.to/2DoEXD2 big drone - http://tinyurl.com/h4ft3oy OTHER GEAR ...,,,,,,,,,,,,,,,,,,,,,,,,
0,XcXSmGDxH-4,,The TRAVEL EXPERIMENT,CaseyNeistat,,2018-01-17T14:37:41Z,,2830489,111402,2010,6757,https://i.ytimg.com/vi/XcXSmGDxH-4/hqdefault.jpg,,,,ALL MERCH NOW IN STOCK AND SHIPPING SAME-DAY!!! https://shopcaseyneistat.com/ Music mixed by http://youtube.com/dyalla ...,,,,,,,,,,,,,,,,,,,,,,,,
0,PcM5JCGsw3c,,A Shark Bit His Hand Off.,CaseyNeistat,,2018-05-19T22:53:22Z,,3095007,95191,1088,4576,https://i.ytimg.com/vi/PcM5JCGsw3c/hqdefault.jpg,,,,FOLLOW PAUL - https://www.instagram.com/pauldegelder/ MUSIC Traca - http://smarturl.it/Traca Pharao Black Magic - http://smarturl.it/TouchMyMind French 79 ...,,,,,,,,,,,,,,,,,,,,,,,,
0,FiL9uLDRS-Q,,Peter Mckinnon teaches me to VLog (in AMSTERDAM),CaseyNeistat,,2017-11-21T12:59:39Z,,1667200,60627,726,4015,https://i.ytimg.com/vi/FiL9uLDRS-Q/hqdefault.jpg,,,,PETER - https://www.youtube.com/user/petermckinnon24 filmed this video in 4k on this -- http://amzn.to/2sTDnRZ with this lens -- http://amzn.to/2rUJOmD big ...,,,,,,,,,,,,,,,,,,,,,,,,
0,JrO46CJd9ns,,Jay Rock - WIN,JayRockVEVO,,2018-05-30T16:00:01Z,,33264258,384339,16942,19462,https://i.ytimg.com/vi/JrO46CJd9ns/hqdefault.jpg,,,,Music video by Jay Rock performing WIN. © 2018 Top Dawg Ent. http://vevo.ly/kGxPop.,,,,,,,,,,,,,,,,,,,,,,,,
0,RGUOPiXhRRo,,Jay Rock - The Bloodiest (Audio),JayRockVEVO,,2018-06-08T05:00:57Z,,1091918,23510,502,1529,https://i.ytimg.com/vi/RGUOPiXhRRo/hqdefault.jpg,,,,"Music video by Jay Rock performing The Bloodiest. © 2018 Top Dawg Ent., under exclusive license to Interscope Records http://vevo.ly/93ksOk.",,,,,,,,,,,,,,,,,,,,,,,,
0,3Po4tZ_kfcU,,"Jay Rock, Kendrick Lamar, Future, James Blake - King&#39;s Dead (Official Pseudo Video)",JayRockVEVO,,2018-01-12T05:00:00Z,,36787701,472491,14817,25135,https://i.ytimg.com/vi/3Po4tZ_kfcU/hqdefault.jpg,,,,"Music video by Jay Rock, Kendrick Lamar, Future, James Blake performing King's Dead. (C) 2018 Aftermath Records http://vevo.ly/jDTg7j #JayRock ...",,,,,,,,,,,,,,,,,,,,,,,,
0,VwAnsAUYnw4,,"Jay Rock, Kendrick Lamar, Future, James Blake - King&#39;s Dead (Official Music Video)",JayRockVEVO,,2018-02-15T20:00:02Z,,128808176,1581487,58644,70589,https://i.ytimg.com/vi/VwAnsAUYnw4/hqdefault.jpg,,,,"Music video by Jay Rock, Kendrick Lamar, Future, James Blake performing King's Dead. (C) 2018 Aftermath Records http://vevo.ly/OA5yJn #JayRock ...",,,,,,,,,,,,,,,,,,,,,,,,
0,SubOCo5aQuQ,,Jay Rock - Win (Audio),JayRockVEVO,,2018-05-16T04:00:01Z,,3304691,43150,2120,2739,https://i.ytimg.com/vi/SubOCo5aQuQ/hqdefault.jpg,,,,"Music video by Jay Rock performing Win. © 2018 Top Dawg Ent., under exclusive license to Interscope Records http://vevo.ly/bZZQk0.",,,,,,,,,,,,,,,,,,,,,,,,
0,LeWtF5y9-6Q,,Old Movies Used To Just Shoot Real Bullets At People,Cracked,,2017-11-28T17:00:03Z,,848412,18860,537,967,https://i.ytimg.com/vi/LeWtF5y9-6Q/hqdefault.jpg,,,,"The way movie gunfights used to go down proves that sometimes, really, practical effects are not the way to go. CHECK US OUT on AMAZON: ...",,,,,,,,,,,,,,,,,,,,,,,,
0,xi8u9DcC0_Q,,If Tampon Ads Were Honest (Also Maxi Pads &amp; Other &quot;Feminine Products&quot;),Cracked,,2017-12-04T17:00:06Z,,2044314,65481,1486,6091,https://i.ytimg.com/vi/xi8u9DcC0_Q/hqdefault.jpg,,,,"Not that we want tampon ads to get all into the graphic details of what their products actually do. But seriously, what's with all the yoga and blue fluids?",,,,,,,,,,,,,,,,,,,,,,,,
0,-El8z4uy5Ac,,The Best Movie Hell to End Up In - After Hours,Cracked,,2017-11-20T17:00:00Z,,1531438,27125,1691,2783,https://i.ytimg.com/vi/-El8z4uy5Ac/hqdefault.jpg,,,,"The gang gets together for a frank discussion of what happens after you die (in movies like Disney's Hercules and Bedazzled), on a quest of spiritual discovery to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,hH5jnG-2HFE,,The Weirdest Part Of Westworld Isn’t The Robots (Illogical Conclusion),Cracked,,2017-11-19T16:30:02Z,,231472,6418,300,720,https://i.ytimg.com/vi/hH5jnG-2HFE/hqdefault.jpg,,,,"Here at Illogical Conclusion, we dive right past plot twists and turns and player piano Radiohead covers, and get right to the heart of what everyone wants to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,feMut5cvng0,,4 Movie Side Characters Screwed by the Hero - Obsessive Pop Culture Disorder,Cracked,,2017-11-27T17:00:05Z,,796472,24866,975,2331,https://i.ytimg.com/vi/feMut5cvng0/hqdefault.jpg,,,,"As always, Daniel O'Brien is here to make you stop and think about the characters so many movies have pushed to the side and forced to the background. We're ...",,,,,,,,,,,,,,,,,,,,,,,,
0,r5mkSoGZkRI,,How to Fix Godzilla with One Small Change,Cracked,,2017-11-17T17:00:09Z,,150811,4779,192,345,https://i.ytimg.com/vi/r5mkSoGZkRI/hqdefault.jpg,,,,"Remember the Godzilla movie from 2014? The one with Bryan Cranston? Yeah, we don't really either. But, we have a foolproof formula for fixing that! CHECK ...",,,,,,,,,,,,,,,,,,,,,,,,
0,ivpqUnAC4lk,,Terrifying Things Nobody Tells You About Pregnancy - Cracked Responds,Cracked,,2017-11-23T17:00:06Z,,274344,8228,473,1466,https://i.ytimg.com/vi/ivpqUnAC4lk/hqdefault.jpg,,,,"Thanksgiving is a time for family, so we're taking a little time today to let some of the female Cracked staffers in on what, exactly, is involved in starting their own ...",,,,,,,,,,,,,,,,,,,,,,,,
0,JR4oPuV3CWg,,4 Life Hacks that Will Ruin Your Life,Cracked,,2017-12-03T17:00:01Z,,496642,12147,554,610,https://i.ytimg.com/vi/JR4oPuV3CWg/hqdefault.jpg,,,,"Life Hack: Don't pay attention to, like, 80% of life hacks. They're garbage. As are these four pieces of conventional wisdom. CHECK US OUT on AMAZON: ...",,,,,,,,,,,,,,,,,,,,,,,,
0,Jh0sxteKLNM,,"President Trump&#39;s Stupid Fake News Awards, Because He Asked  - Some News",Cracked,,2017-12-02T17:00:02Z,,434392,14634,1534,2120,https://i.ytimg.com/vi/Jh0sxteKLNM/hqdefault.jpg,,,,"President Donald J. Trump has been obsessed with Fake News since before he took office, and recently put forth a challenge on Twitter to give a Fake News ...",,,,,,,,,,,,,,,,,,,,,,,,
0,wppAQ8uZpfQ,,How Millennials Are Killing the Diamond Industry,Cracked,,2017-11-26T17:00:06Z,,989977,41165,6364,5648,https://i.ytimg.com/vi/wppAQ8uZpfQ/hqdefault.jpg,,,,"You can't click a headline this day without hearing what industry Millennials are killing. But now, the notorious Killer Millennial is confessing: that's right.",,,,,,,,,,,,,,,,,,,,,,,,
0,7cVsnN44734,,Nina Nesbitt - Somebody Special (Official Audio),NinaNesbittMusicVEVO,,2018-01-10T18:00:00Z,,849512,20018,189,269,https://i.ytimg.com/vi/7cVsnN44734/hqdefault.jpg,,,,Follow Nina Nesbitt: Facebook: https://www.facebook.com/ninanesbittmusic Twitter: https://twitter.com/ninanesbitt Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,1sJHx2s4Pp4,,Nina Nesbitt - Somebody Special (Official Video),NinaNesbittMusicVEVO,,2018-01-31T05:00:01Z,,3191777,70618,763,1270,https://i.ytimg.com/vi/1sJHx2s4Pp4/hqdefault.jpg,,,,Lyrics You could turn this bar into a good time Feel like I'm not needing anything When you hold my body like my blood does After I've had a couple drinks You ...,,,,,,,,,,,,,,,,,,,,,,,,
0,8U7diJVoOUQ,,Nina Nesbitt - Somebody Special (Acoustic Version),NinaNesbittMusicVEVO,,2018-02-23T05:00:00Z,,57800,2139,18,79,https://i.ytimg.com/vi/8U7diJVoOUQ/hqdefault.jpg,,,,'Somebody Special (Acoustic Version)' - Download or stream here https://NN.lnk.to/SSaco 'Somebody Special' - Download or stream here https://NN.lnk.to/SS ...,,,,,,,,,,,,,,,,,,,,,,,,
0,JUplhSaNXfU,,Nina Nesbitt - Somebody Special (Acoustic Live Version),NinaNesbittMusicVEVO,,2018-04-06T23:16:21Z,,36097,1836,8,74,https://i.ytimg.com/vi/JUplhSaNXfU/hqdefault.jpg,,,,Music video by Nina Nesbitt performing Somebody Special (Acoustic Live Version). (C) 2018 Nina Nesbitt under exclusive licence to Cooking Vinyl Limited ...,,,,,,,,,,,,,,,,,,,,,,,,
0,qDHrolRbdRg,,Nina Nesbitt - Somebody Special (Leon Lour Remix),NinaNesbittMusicVEVO,,2018-03-26T04:00:06Z,,121310,1692,92,44,https://i.ytimg.com/vi/qDHrolRbdRg/hqdefault.jpg,,,,Music video by Nina Nesbitt performing Somebody Special (Leon Lour Remix). http://vevo.ly/xMFYmE.,,,,,,,,,,,,,,,,,,,,,,,,
0,ZxHbiIgdvjU,,Nina Nesbitt - The Best You Had - Ashworth Remix (Official Audio),NinaNesbittMusicVEVO,,2017-12-15T15:53:52Z,,35616,979,12,26,https://i.ytimg.com/vi/ZxHbiIgdvjU/hqdefault.jpg,,,,'The Best You Had (Ashworth Remix)' - Download or stream here https://NN.lnk.to/TBYHashworth Follow Nina Nesbitt: Spotify: https://NN.lnk.to/spotify Apple ...,,,,,,,,,,,,,,,,,,,,,,,,
0,QzgkHeLPeRQ,,Nina Nesbitt - Somebody Special (R3hab Remix),NinaNesbittMusicVEVO,,2018-03-30T04:00:02Z,,50819,1069,33,25,https://i.ytimg.com/vi/QzgkHeLPeRQ/hqdefault.jpg,,,,Music video by Nina Nesbitt performing Somebody Special (R3hab Remix). (C) 2018 Nina Nesbitt under exclusive licence to Cooking Vinyl Limited ...,,,,,,,,,,,,,,,,,,,,,,,,
0,LW1uw8jTPQk,,Maluma - Cuenta a Saldo (Audio),MalumaVEVO,,2018-05-18T07:00:00Z,,10596234,67881,2127,1438,https://i.ytimg.com/vi/LW1uw8jTPQk/hqdefault.jpg,,,,Maluma – “Cuenta a Saldo” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: http://smarturl.it/FAMEa Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,CrGoOXQF1Us,,"Maluma - Mi Declaración (Audio) ft. Timbaland, Sid",MalumaVEVO,,2018-05-18T07:00:01Z,,16463425,128821,3969,2575,https://i.ytimg.com/vi/CrGoOXQF1Us/hqdefault.jpg,,,,Maluma feat. Timbaland & Sid – “Mi Declaración” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: ...,,,,,,,,,,,,,,,,,,,,,,,,
