video_id,thumbnail_link,region,mean_r,mean_g,mean_b,std_r,std_g,std_b,entropy,thumb_ocr_text,clean_thumb_ocr_text,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes,avg_texts_coords,avg_texts_coordX,avg_texts_coordY,ocr_sentiment_compound
Y5MqpKlKiSM,https://i.ytimg.com/vi/Y5MqpKlKiSM/default.jpg,GB,129.07917824074073,113.18485532407408,106.30644675925926,95.14537319805818,89.16396861727075,87.69834729443127,6.709779082072355," 
",,decluttering my libe i,,[],"[-1, -1]",-1.0,-1.0,0.0
xg9ebVTL9yE,https://i.ytimg.com/vi/xg9ebVTL9yE/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
J_QGZspO4gg,https://i.ytimg.com/vi/J_QGZspO4gg/default.jpg,GB,108.57601273148148,62.09087384259259,61.258541666666666,104.35241504305466,77.9437415083882,73.34602854887207,6.325458798098911," 
",,of a snowman,,[],"[-1, -1]",-1.0,-1.0,0.0
cUtYh_ZUjqc,https://i.ytimg.com/vi/cUtYh_ZUjqc/default.jpg,GB,87.13283564814814,78.26017939814815,77.93451967592593,78.9735448880869,69.04993913740327,70.000756199986,6.687286404286939," 
",,british i,,[],"[-1, -1]",-1.0,-1.0,0.0
E7ykb1geOoU,https://i.ytimg.com/vi/E7ykb1geOoU/default.jpg,GB,112.67794560185185,97.91366898148148,98.00921875,80.67135282358504,74.54055710437811,74.33923254161044,6.745861183065699," 
",,speaks a veteran remembrance day on,veteran remembrance day,"[""[[115, 203], [255, 235]]"", ""[[100, 248], [365, 282]]"", ""[[373, 245], [450, 290]]""]","[276.3333333333333, 250.5]",276.3333333333333,250.5,0.0
pHE8nIB6j2U,https://i.ytimg.com/vi/pHE8nIB6j2U/default.jpg,GB,54.09992476851852,30.83316550925926,19.689409722222223,78.86215138639615,66.15037973559296,52.64073358426219,4.4063486331408335," 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
dwkNG9qeYIY,https://i.ytimg.com/vi/dwkNG9qeYIY/default.jpg,GB,91.80912037037037,87.27675925925926,83.59737268518519,74.14525338611755,69.88868340913542,66.91232272843402,6.803212201337366," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
z7VBtM7clT4,https://i.ytimg.com/vi/z7VBtM7clT4/default.jpg,GB,49.334126157407404,45.98368055555556,42.39372106481481,70.75622181610723,60.91994937092785,54.05727030943914,6.121374538360549," 
",,a,,[],"[-1, -1]",-1.0,-1.0,0.0
7fm7mll2qvg,https://i.ytimg.com/vi/7fm7mll2qvg/default.jpg,GB,146.76935185185187,159.4459664351852,157.72572337962964,90.261024298746,97.38176923081042,96.27510830706775,4.648745382529394," 

my
“MBO

 
",,str str ang ang ers vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
QFfEtKvXMAs,https://i.ytimg.com/vi/QFfEtKvXMAs/default.jpg,GB,31.894733796296297,28.548506944444444,25.459427083333335,46.64644286530359,41.95349355669598,38.896910398640784,4.719503757304387," 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
6RyOsIseJbk,https://i.ytimg.com/vi/6RyOsIseJbk/default.jpg,GB,80.08438078703703,74.02612847222223,61.80190972222222,80.32806613971987,75.67077980098729,63.20878970441085,6.742972020217465," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
qEEtzzi1EII,https://i.ytimg.com/vi/qEEtzzi1EII/default.jpg,GB,148.1910011574074,144.4888425925926,142.15370949074074,104.84871748888054,103.14752729511449,102.82436021086582,6.019671100179505," 

 

 

 

 

 

 
",,birthdays,birthday,"[""[[22, 73], [342, 128]]""]","[182.0, 100.5]",182.0,100.5,0.0
rL4WkebTT_U,https://i.ytimg.com/vi/rL4WkebTT_U/default.jpg,GB,95.71923611111112,108.48388310185184,111.6888599537037,92.94102048978519,89.71058207678138,95.6608573704247,6.769283742177573," 
",,tokyois greatest viewz,great,"[""[[18, 274], [175, 310]]""]","[96.5, 292.0]",96.5,292.0,0.6249
8l_e6bx8UG8,https://i.ytimg.com/vi/8l_e6bx8UG8/default.jpg,GB,146.86269675925925,143.8208622685185,143.25282407407408,108.68233346990843,109.85347037083284,110.38725417011356,4.569075353830234," 
",,remyma wake me up feat live kim,wake feat live kim,"[""[[117, 101], [144, 112]]"", ""[[305, 101], [326, 112]]"", ""[[328, 101], [342, 112]]"", ""[[345, 102], [362, 112]]""]","[283.625, 106.625]",283.625,106.625,0.0
N8U2EPiEbZo,https://i.ytimg.com/vi/N8U2EPiEbZo/default.jpg,GB,104.29991319444444,94.18905671296297,89.57089699074074,87.95400359094978,82.61331964510902,82.1366915348865,6.73794896269781," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
iNsTzqwwioY,https://i.ytimg.com/vi/iNsTzqwwioY/default.jpg,GB,57.664207175925924,117.87343171296297,138.59915509259258,83.90710349838498,81.78273812229305,90.29792244507935,6.053278806890973,"ARE PERSONALITY
LESTS FAKE?

cyves SS [No
",personality fake,are personality fake3 tests yes no,personality test yes,"[""[[124, 62], [474, 110]]"", ""[[10, 114], [221, 177]]"", ""[[90, 221], [178, 268]]""]","[182.83333333333334, 158.66666666666666]",182.83333333333331,158.66666666666666,0.4019
9GqL1DSQDL0,https://i.ytimg.com/vi/9GqL1DSQDL0/default.jpg,GB,117.53063657407408,103.52802083333333,91.27651620370371,96.80491908987221,87.7700357099861,76.61673266313402,6.714039360846195," 

> Ns 3 grin ‘
~~ dily : a
Brow <,

 
",grin brow,grwm fail lily brown,fail lily brown,"[""[[360, 52], [457, 106]]"", ""[[154, 90], [196, 117]]"", ""[[146, 123], [219, 151]]""]","[255.33333333333334, 106.5]",255.33333333333331,106.5,-0.5423
OGKchfcd-5w,https://i.ytimg.com/vi/OGKchfcd-5w/default.jpg,GB,85.40567708333333,78.98282986111111,73.41080439814814,96.92215085002995,91.30221641642554,87.66917439465966,5.901237661918805,"  

Or es ae oy eK)
eee |
",,iublem iuo ver po wier pi ner sfm pr ter big krilt leakers freestyle ho30 la new tu,big leaker new,"[""[[109, 225], [193, 262]]"", ""[[74, 265], [212, 291]]"", ""[[0, 292], [64, 316]]""]","[108.66666666666667, 275.1666666666667]",108.66666666666669,275.1666666666667,0.0
44NYFvhXmW8,https://i.ytimg.com/vi/44NYFvhXmW8/default.jpg,GB,37.22203703703704,29.764351851851853,30.833119212962963,58.62916675955243,54.59586446528518,53.15795974606786,5.580666739161604," 
",,walk water onn vevo,walk water,"[""[[18, 165], [154, 192]]"", ""[[295, 164], [465, 193]]""]","[233.0, 178.5]",233.0,178.5,0.0
RYs08kX3Ih4,https://i.ytimg.com/vi/RYs08kX3Ih4/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
nnrkPRApQg8,https://i.ytimg.com/vi/nnrkPRApQg8/default.jpg,GB,112.26938657407408,114.02659143518518,111.27357060185186,98.4723782140848,100.62849248629443,98.94055525967006,6.551643042314923," 
",,keepingupwiths kardashians,,[],"[-1, -1]",-1.0,-1.0,0.0
eHIY3HNNqzM,https://i.ytimg.com/vi/eHIY3HNNqzM/default.jpg,GB,61.01422453703704,74.97385416666667,100.45824074074073,66.4836880855373,71.2988407111856,75.45549033945163,6.691966332192137," 
",,soript baw vevo acoustic arms open,baw acoustic arm open,"[""[[-14, 118], [254, 347]]"", ""[[245, 298], [310, 313]]"", ""[[160, 300], [196, 312]]"", ""[[198, 300], [234, 312]]""]","[197.875, 287.5]",197.875,287.5,0.0
gSW2l1z1lKw,https://i.ytimg.com/vi/gSW2l1z1lKw/default.jpg,GB,97.33226851851852,80.21697337962964,83.70140046296297,86.8409931598751,75.1472465065071,79.37906568986091,6.863352415873964," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
9wg3v-01yKQ,https://i.ytimg.com/vi/9wg3v-01yKQ/default.jpg,GB,39.546527777777776,33.11125578703704,37.96345486111111,41.85476970675986,41.57861794874522,39.217028217160866,5.7971481641530085,,,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
nrXlY6gzTTM,https://i.ytimg.com/vi/nrXlY6gzTTM/default.jpg,GB,59.664855324074075,57.01094328703704,54.708385416666665,67.12567779190204,66.8088593101495,65.22089940371731,6.391245084577836," 
",,the post official trailer,post official trailer,"[""[[116, 52], [220, 95]]"", ""[[15, 228], [225, 270]]"", ""[[18, 266], [209, 308]]""]","[133.83333333333334, 203.16666666666666]",133.83333333333334,203.16666666666663,0.0
EYkEshCOhEU,https://i.ytimg.com/vi/EYkEshCOhEU/default.jpg,GB,109.18173032407407,73.68533564814815,58.68241898148148,68.2083392775972,53.946511276796464,47.70973795778832,7.433086763273248," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
P4ohTV_28Oc,https://i.ytimg.com/vi/P4ohTV_28Oc/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
q-WipZ9p0wk,https://i.ytimg.com/vi/q-WipZ9p0wk/default.jpg,GB,138.6613773148148,114.37583912037037,80.51682291666667,93.99418137997024,87.27444460614294,81.69958191192718,6.770386645845322," 
",,living on a coffee budget,living coffee budget,"[""[[20, 48], [129, 81]]"", ""[[232, 48], [345, 81]]"", ""[[352, 48], [478, 81]]""]","[259.3333333333333, 64.5]",259.3333333333333,64.5,0.0
510KQ_LXGww,https://i.ytimg.com/vi/510KQ_LXGww/default.jpg,GB,157.85004050925926,120.05034722222223,103.75764467592593,100.99953489013843,82.9605306917018,75.62293345058232,6.724567626101449," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
A8ScwhLh7uo,https://i.ytimg.com/vi/A8ScwhLh7uo/default.jpg,GB,56.83302662037037,57.5060474537037,62.266481481481485,82.00268201206119,80.42940643471098,79.28569944046994,6.008026456051907," 
",,honest trailers,honest trailer,"[""[[15, 142], [268, 205]]"", ""[[25, 208], [248, 252]]""]","[139.0, 201.75]",139.0,201.75,0.5106
ZwIuff3270M,https://i.ytimg.com/vi/ZwIuff3270M/default.jpg,GB,79.92722800925925,68.2665625,62.14549189814815,88.51524487777463,79.99039451874035,72.84159251042809,6.629796170137043," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
1cgK-BIrXes,https://i.ytimg.com/vi/1cgK-BIrXes/default.jpg,GB,99.06243055555555,92.06331018518519,88.65095486111112,87.20720982246263,84.6266171883305,83.15914629843299,6.810251436873525," 

#VeteransDay: Thank You for Everything
",thank everything,for everything hyveteransbay thank you,everything thank,"[""[[342, 277], [461, 305]]"", ""[[189, 280], [257, 301]]""]","[312.25, 290.75]",312.25,290.75,0.3612
3DflRo_Vids,https://i.ytimg.com/vi/3DflRo_Vids/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
P4YJwy_T9pM,https://i.ytimg.com/vi/P4YJwy_T9pM/default.jpg,GB,95.20490162037036,78.8232349537037,88.4083738425926,91.77809610083813,85.22351697481484,85.04729074179113,6.77819170965855," 

KING HER
ALENT) re) Ho} =)
",king her,picking her outfit blindfolded,pick outfit blindfold,"[""[[117, 234], [274, 270]]"", ""[[30, 270], [169, 309]]"", ""[[180, 272], [449, 306]]""]","[203.16666666666666, 276.8333333333333]",203.16666666666663,276.8333333333333,0.0
vd4zwINEcLY,https://i.ytimg.com/vi/vd4zwINEcLY/default.jpg,GB,86.59726273148148,82.28697916666667,77.56616319444444,73.59938423251582,72.21693426297848,70.5130279020799,6.759672041063668," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
4FDpjKdlIxA,https://i.ytimg.com/vi/4FDpjKdlIxA/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
CR9zYgr84QY,https://i.ytimg.com/vi/CR9zYgr84QY/default.jpg,GB,146.50277777777777,110.14157407407407,77.44867476851852,99.47227531882174,84.24489964677717,69.99997705016366,6.83218933463888," 
",,greaka,,[],"[-1, -1]",-1.0,-1.0,0.0
ssbOzbL1SJQ,https://i.ytimg.com/vi/ssbOzbL1SJQ/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
1KVBFtSuCm0,https://i.ytimg.com/vi/1KVBFtSuCm0/default.jpg,GB,91.89755787037036,81.24417824074074,77.10625578703704,76.3951748134922,68.34060645333497,64.40593027338656,6.0618494701705705," 
",,movo on,,[],"[-1, -1]",-1.0,-1.0,0.0
YInRqgNMLBc,https://i.ytimg.com/vi/YInRqgNMLBc/default.jpg,GB,88.82163194444445,113.77056134259259,57.837858796296295,48.54858560249538,65.3842290616579,35.720523908279546,7.304583615956347," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
949vJMp0v40,https://i.ytimg.com/vi/949vJMp0v40/default.jpg,GB,57.85568287037037,48.959710648148146,49.58370949074074,74.93210920354781,63.431029979565515,62.42062965571092,6.236753352595288," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
sECcOTO8Ij4,https://i.ytimg.com/vi/sECcOTO8Ij4/default.jpg,GB,110.47118055555555,95.36391782407408,62.46535300925926,96.24108864713124,85.5147834180557,67.31958186760815,6.7631290981586245," 
",,i sonic forces,sonic force,"[""[[189, 211], [315, 253]]"", ""[[227, 244], [327, 277]]""]","[264.5, 246.25]",264.5,246.25,0.0
sF1l7v3XY6I,https://i.ytimg.com/vi/sF1l7v3XY6I/default.jpg,GB,141.46590277777779,137.51886574074075,135.75880787037036,108.30086615784411,108.82185787131957,109.68163302327757,5.803897161553032," 
",,nardrobe tour,tour,"[""[[316, 166], [432, 193]]""]","[374.0, 179.5]",374.0,179.5,0.0
wjy9Jgnjv6U,https://i.ytimg.com/vi/wjy9Jgnjv6U/default.jpg,GB,98.05079282407408,101.81327546296296,89.0331712962963,97.7232958572359,96.64638571801564,95.54679911409517,6.273045428017037," 
",,been fat bike pushed limit to the gmbn,fat bike push limit,"[""[[18, 105], [140, 194]]"", ""[[319, 106], [467, 199]]"", ""[[72, 258], [209, 308]]"", ""[[340, 258], [438, 310]]""]","[250.375, 217.25]",250.375,217.25,0.0
FUzs2oMEs8w,https://i.ytimg.com/vi/FUzs2oMEs8w/default.jpg,GB,33.65064236111111,27.810949074074074,37.81324652777778,59.02497306881046,56.366612154452824,62.191525892287935,5.239657410990461," 
",,virtualself,,[],"[-1, -1]",-1.0,-1.0,0.0
vHCvmZlC5jQ,https://i.ytimg.com/vi/vHCvmZlC5jQ/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
Fkwkn7vXpWI,https://i.ytimg.com/vi/Fkwkn7vXpWI/default.jpg,GB,82.20374421296296,77.41741319444445,89.22265625,69.81001308515107,62.81881700334599,71.1744724081181,6.251797404549367," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
d8RW-WSpAhQ,https://i.ytimg.com/vi/d8RW-WSpAhQ/default.jpg,GB,98.21259259259259,99.93159722222222,80.51030092592593,79.56234584366459,80.45417459615169,77.47700045759417,6.831278288327714," 
",,weed gone b vs hdxweed killer,weed killer,"[""[[36, 64], [117, 98]]"", ""[[166, 150], [248, 185]]""]","[141.75, 124.25]",141.75,124.25,-0.6486
G1Ky9-OoWyo,https://i.ytimg.com/vi/G1Ky9-OoWyo/default.jpg,GB,92.01611689814816,86.22839120370371,82.87689236111112,94.22564942692321,91.48006791590005,89.58945173334295,6.548946997474305,"  

Ate aan eg
",ate,tarwars battleerontic paul keslin batterontipholocic dice rant response,dice rant response,"[""[[133, 190], [161, 205]]"", ""[[156, 249], [270, 311]]"", ""[[273, 248], [483, 326]]""]","[246.0, 254.83333333333334]",246.0,254.83333333333331,-0.34
54Eae2ewc1c,https://i.ytimg.com/vi/54Eae2ewc1c/default.jpg,GB,37.97222800925926,41.029780092592596,44.64039351851852,59.49441927036856,60.759205633039294,66.47052431082128,5.898326101885565," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
PoNWU2cox9w,https://i.ytimg.com/vi/PoNWU2cox9w/default.jpg,GB,116.18892939814815,119.73964699074074,126.00953703703703,108.32614604951645,106.42973969066783,104.4964405040423,4.897841872735206," 
",,w red i,red,"[""[[74, 268], [170, 300]]""]","[122.0, 284.0]",122.0,284.0,0.0
mwpHSMv1pI4,https://i.ytimg.com/vi/mwpHSMv1pI4/default.jpg,GB,107.22402199074074,97.76574074074074,86.54159722222222,83.85129884278948,83.60234694232089,79.07193458564774,6.816773368363749," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
cpvoCLX8agc,https://i.ytimg.com/vi/cpvoCLX8agc/default.jpg,GB,80.40663194444444,100.79411458333334,23.7696875,36.93905873440824,36.97808505574356,45.06872542801124,6.879902848395926," 
",,f tempo 444b brasil inglaterra,tempo,"[""[[350, 37], [428, 62]]""]","[389.0, 49.5]",389.0,49.5,0.0
KdFRkillEfM,https://i.ytimg.com/vi/KdFRkillEfM/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
E7q_wbbwGyU,https://i.ytimg.com/vi/E7q_wbbwGyU/default.jpg,GB,29.12080439814815,41.504074074074076,45.314797453703704,30.589986523527724,40.329028490127996,42.52275786125201,6.006554592828846,"-vevo

 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
vLVSf_yI_r8,https://i.ytimg.com/vi/vLVSf_yI_r8/default.jpg,GB,96.37041087962963,108.37537037037038,101.05889467592593,80.96623303479224,85.83478599014957,78.79241037710898,6.659636195278186," 
",,guoudan chocod jellyfish official xxxx,jellyfish official,"[""[[5, 249], [126, 280]]"", ""[[41, 281], [126, 305]]""]","[74.5, 278.75]",74.5,278.75,0.0
kGOmPmILndU,https://i.ytimg.com/vi/kGOmPmILndU/default.jpg,GB,43.64813078703704,35.87161458333333,32.57800347222222,39.74997847483444,34.83365553162234,32.05316082952393,5.934294614659594," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
F6rBIWN8SsM,https://i.ytimg.com/vi/F6rBIWN8SsM/default.jpg,GB,76.69523148148149,38.58263888888889,40.158935185185186,72.80666789038698,48.9502764006665,55.25334637744345,6.412153366790956," 
",,divorcecourt before our pss on,,[],"[-1, -1]",-1.0,-1.0,0.0
vht9VHo8r5c,https://i.ytimg.com/vi/vht9VHo8r5c/default.jpg,GB,103.47796296296296,113.86832175925926,128.48434606481482,88.2754389707315,85.39077696371052,92.56949996846548,6.889389679008595," 
",,ellens show me more show youtube originals,show original,"[""[[26, 274], [118, 297]]"", ""[[237, 285], [301, 309]]""]","[170.5, 291.25]",170.5,291.25,0.3182
IOd0HGH6xKI,https://i.ytimg.com/vi/IOd0HGH6xKI/default.jpg,GB,103.41406828703704,87.49032407407407,89.47796875,73.75091885809012,71.08380380450866,73.25352302108445,6.538978028712991," 
",,happy place 0135 alison wonderland trapcity,happy place alison wonderland,"[""[[273, 101], [321, 121]]"", ""[[321, 101], [368, 121]]"", ""[[282, 120], [310, 132]]"", ""[[310, 120], [365, 132]]""]","[318.75, 118.5]",318.75,118.5,0.5719
sLJdBmAeB_U,https://i.ytimg.com/vi/sLJdBmAeB_U/default.jpg,GB,162.7307638888889,99.2799537037037,105.74320023148148,96.81909300943542,83.55168965089793,78.45147442696185,6.635998159250268," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
