video_id,category_id
wtegEB9lvaA,10.0
1e5vRpODASk,28.0
nDoQqQUa9C8,15.0
jLCHpZ6B1gU,10.0
w6rzRBHy1tk,24.0
NSi-MniOTqI,24.0
t8a8EFMAuSU,17.0
YWVylysTNIA,15.0
dQMZLXaa1L8,17.0
oZm_N6aSU0E,24.0
qDI8LnPq3VY,24.0
v3Nv2R9Acec,24.0
PUcS24GuAog,26.0
M3mJkSqZbX4,10.0
HysgiQT5_eI,17.0
rew7FoGy1Po,23.0
kZete48ZtsY,17.0
JOwmqPPkjww,15.0
IBHx9uwCy3w,24.0
9vDdx1dba6c,10.0
U41Pm93Ej2c,20.0
gTRRvvE3HiU,22.0
IvAvHjYoLUU,27.0
FB64ez0kf1c,25.0
dhOMtP72o2Y,19.0
au5hwGS4KRE,25.0
YNpCXG66_PA,15.0
npojBTA-pcQ,10.0
1A_aWbz6D5A,24.0
ZurW-Uc6Lc0,26.0
8MPbR6Cbwi4,10.0
XblV5A1PlDo,10.0
bYXM3uz1bjM,10.0
dZWNPEC6SIw,24.0
Q1CFfU2gXHw,43.0
d2sJNee7FQ4,24.0
NBgNCDF4lG8,10.0
1JXq9779zwU,27.0
ZDk03lHV47Q,26.0
nUDX6OCXEyc,15.0
8qW6fjiMhgo,22.0
AuWwlxym68g,10.0
LIEOeqNRikk,20.0
Epm5_DSfMn4,22.0
V6wWKNij_1M,1.0
KBlmLfHSKFs,15.0
CWAX-tiepMo,1.0
IzbcIFW1qB0,25.0
BJeCOo_CRyE,10.0
VQbYbElYjK4,25.0
WpTjFhA09kQ,22.0
SJmU2ewFhkg,24.0
6Nr_xHolP1Q,23.0
F2VBwm44tB0,23.0
kJFL-P-A14U,17.0
cX-X_UFUyYE,15.0
QWz3auJ78ik,10.0
zPm4rR1cmzU,24.0
3Zew8pLSlwQ,17.0
tEnCoocmPQM,10.0
xOFdHUv0zrQ,24.0
kUZlz6VbMCg,25.0
_JVdoEIbKio,23.0
r3J784MSRyQ,28.0
pj6k-EFxqAI,10.0
ijVLdH5dt-c,24.0
kiE71P138rc,17.0
OitUxz6txUI,25.0
UCKC-QVcVn0,28.0
S9Xg6iUxYXU,25.0
_UrDtPZHlqc,10.0
7cmzAjwmc5k,24.0
IX3_Aqji4yE,27.0
4FkEYUPr2gg,23.0
tVlb8rVs7kU,26.0
GSe7TFm1lBk,17.0
TMuhw2tLN0I,24.0
ugdgAifIOBA,10.0
V8OUVHlpnag,10.0
qUmfriZoMw0,1.0
zS5-hxARjJo,26.0
LxoGNkLpgZk,10.0
fxNNP9kifNg,24.0
3HhK7HbX3Qs,17.0
oI42BohDabU,24.0
wb49-oV0F78,1.0
C-rumHvmqCA,24.0
wJJqGh2HLM8,2.0
GyDq6ZD4VBo,25.0
FM_7ZyE0ib4,27.0
yvicqMrAHvQ,19.0
6UPeSHu1u_w,22.0
P85a37YTsuU,17.0
3VLNxH9uX6Y,24.0
OPi9nTE70aA,24.0
GClwSu4hKpQ,24.0
sJGgV3p8JzY,10.0
9d-Z7V5kZvQ,25.0
xoeObnVyBug,25.0
ilTHiqAmuX8,24.0
2z3EUY1aXdY,17.0
OdNqWcUdm6I,26.0
LkpZFd2pZqY,24.0
wextSFa6rmI,23.0
pXxA_8C3HHQ,28.0
eIns8Y0xegE,29.0
K_XXXDPODmw,22.0
b3KFfgoDzw8,25.0
hD3sd-9tcRI,24.0
MDIQBfdmusY,17.0
cW5ueE2vUm0,10.0
pKW-ZgBl9eU,23.0
h7j9jbe_pEs,26.0
oWXR-6YdJ_s,24.0
76XBys_HXq4,2.0
sefscV3GvWM,2.0
baj6llvgpWA,10.0
UjtOGPJ0URM,27.0
AtCLwYFRp4o,23.0
jSQj4lq8ZEg,25.0
cosN6ilQ5u0,26.0
8h2rlhsN9DI,25.0
eWBNCnU_PK0,24.0
isI6DqxAr7s,10.0
LlQdOHakvHg,17.0
CY8E6N5Nzec,10.0
htBvEmGPhAc,15.0
JKFgn6tNU6w,1.0
jsnyz__pc5M,10.0
gAcvbGuqG0Q,10.0
NsJkUfrqLzY,10.0
4KyWP5fWOEs,24.0
GLbX9CL7Yg8,23.0
2h0bkuWzQeU,10.0
V7E7huN3CPU,28.0
GYLBjScgb7o,10.0
JNWwVDkj24g,27.0
4uTNVumfm84,10.0
rplCCSqWXIY,15.0
SPD1v_8RQUY,1.0
mcsTWPSMDtg,22.0
wjOK-U2GhIs,26.0
0gDVWPPgMKY,22.0
icNjK6xATjs,25.0
nxWt9wDOr_0,25.0
iGCdvqVbIa0,24.0
C-DfipidnOE,28.0
s9C8lsOE4ik,25.0
iXFApdQKYnc,24.0
_OZJ03OBJj4,1.0
fvv6TnuvT3g,27.0
Dzr9f-rkjnw,22.0
AJaHx4CDD-k,10.0
oRQ4cTsr3_c,24.0
oTKbyqkAu7s,25.0
0DVNtFA-_wA,24.0
-2wRFv-mScQ,17.0
J3FcbFqSoQY,28.0
nt7b-Qp34hk,23.0
Mb-gOG-RxHc,25.0
B9nVxg3DqAM,20.0
phiDj5nlF5c,27.0
9DjgOFSBJYc,23.0
nCwHHLfxA7g,23.0
x_IG4DeedB4,24.0
DPCW4yvWQT4,24.0
vxfJbW6KDp4,27.0
BHloD113J54,24.0
n0j_CX1S2es,17.0
xLtYmhj-0Kg,24.0
9fed80dZ5wM,22.0
6vgGGAm7ANc,22.0
7FM_MfpYOLU,1.0
7cqYiUmutGI,24.0
TX0UsGn0GPc,1.0
dVNZYskqdEc,26.0
suEeS2v334I,10.0
EbXHZ4WoyFY,17.0
li5fmOV33hE,17.0
zFYFHQq6dgs,26.0
IqutUA3UOuw,23.0
xGcrvGTMgkg,23.0
uwfIr6flLXk,23.0
2rx8VHNG-DE,25.0
tx-9LkVIdz0,28.0
sTfUSq8-9Jw,22.0
p8brfJAULgc,24.0
p2JpSCYQKFs,27.0
nFpEuUY-zQ0,22.0
SzB-tnaU0cM,15.0
sZoZryCb0P0,10.0
ycuMyyqBWQY,22.0
TYaf8GbVKXc,25.0
f-xe1qxhcUI,17.0
PCTVL5oKlik,28.0
m-Tp8-CAxPI,28.0
n1PrGpIekYY,10.0
_7QuvSK-A5E,26.0
V5cOvyDpWfM,17.0
JDkHmQEOkYo,23.0
xYtsL9znopI,10.0
nQtcl7kCkzg,17.0
E_ViwNxUldw,26.0
rJQYzX6Bgio,22.0
t50M1CM7E8s,26.0
m4-sL1r9i1I,10.0
wfWIs2gFTAM,10.0
cWHAsCWry8s,22.0
y3qfeoqErtY,24.0
DmTcVy7Ng-g,23.0
w4C4aSHUtE0,24.0
h_cfN1t3flE,26.0
scI7dYdlzuY,1.0
kA66nAvEEII,17.0
YBgabneSziQ,10.0
foImxGyOuQE,24.0
08OhPK2BVIU,23.0
yawznhmT8x8,22.0
Su9Mns6fWV8,23.0
g2MyotPRcXE,26.0
v4DFeT9z7yY,24.0
L5hl45NIAhc,17.0
JpvC3j9Qxus,24.0
o21-6NnDmzY,24.0
IOLzpBzUXZs,2.0
g_WBVi-bu9Q,28.0
1kEoS9WwpmA,24.0
NSrNn5LuxxQ,25.0
3LJh6TReA5w,24.0
BQ31l1gPGKM,10.0
GrnswGtm_Sw,17.0
YFHHGETsxkE,1.0
swlpgKzTm2Y,25.0
WCKG9J1d5iE,25.0
fyjt5zpNAeg,25.0
htmLGVUqIos,15.0
dJgoTcyrFZ4,25.0
BFWI0GQZA14,22.0
Ga7thDlGbs8,25.0
r87aoVq4gZg,17.0
gmfH2LBCdaY,23.0
XUqRem0W8L8,10.0
XzvHSMEBFjE,17.0
72Qahj0U0Lw,25.0
M2YwkAWg0_g,28.0
ZO4CMPCmFDE,24.0
AjMBDpRXsYA,25.0
NXpYoiCOuLE,1.0
sRbhD2unwBc,17.0
OzKmR5BLdbQ,25.0
tUbky9YzPZY,22.0
Srl96IoeWJs,28.0
EAGhzuitLXU,10.0
OwrjBiW3suM,27.0
phXTecbj6NI,26.0
zuMkDVbThVw,24.0
_IuEg3xbDA0,24.0
MpaHR-V_R-o,20.0
iD8K3pNhf-U,10.0
Nb_t6X541yo,22.0
DFZmEaNqdNc,1.0
Sbp8MmSc2kQ,25.0
88qeUDD9Vv0,24.0
9dmij6g-iZc,24.0
U9w-yE3SvkY,24.0
2afSbqlp5HU,1.0
